,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
2276,Learn PHP Object Oriented Features with Simple Examples,True,20,1723,28,7,All Levels,1 hour,Web Development
2499,Making Corporate Flyers in Photoshop,True,20,4,3,7,All Levels,31 mins,Graphic Design
754,Clarinet Lessons For Beginners,True,95,11,0,41,Beginner Level,3 hours,Musical Instruments
1360,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",True,150,2096,48,29,All Levels,41 mins,Business Finance
1844,Instant Harmonica - play the groovy Beatles Yesterday today!,True,40,295,7,14,All Levels,1 hour,Musical Instruments
3111,Spice up your playing with some easy Flamenco techniques!,True,40,120,11,47,Intermediate Level,44 mins,Musical Instruments
3428,Trading Options For Consistent Returns: Calendar Spreads,True,200,1214,69,20,All Levels,1.5 hours,Business Finance
3359,The Power Modeling Bootcamp: Advanced Excel in 10 Days,True,150,1680,158,76,All Levels,5.5 hours,Business Finance
2417,Learn to Trade the Stock Market without Blowing Your Profits,True,60,6967,16,34,All Levels,1 hour,Business Finance
1136,Easy Illustration and 2D Animation,True,65,56,16,7,All Levels,34 mins,Graphic Design
3500,Ultimate guide to Social Media Web development integration,True,200,11011,13,36,All Levels,2.5 hours,Web Development
1938,Introduction to Trade Theory (Technical Analysis) For Stocks,True,20,45,4,6,Beginner Level,1 hour,Business Finance
2344,Learn to Create a Mandala with Adobe Illustrator,True,50,7,0,28,All Levels,4.5 hours,Graphic Design
1051,Dibujo digital básico: cómo ilustrar en Photoshop,True,20,155,36,90,Beginner Level,5 hours,Graphic Design
2953,Python Algo Trading: FX Trading with Oanda,True,200,453,42,33,Intermediate Level,3 hours,Business Finance
1857,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,True,40,21,3,27,All Levels,2 hours,Musical Instruments
2083,Laravel Homestead,False,Free,3883,110,9,Beginner Level,1 hour,Web Development
1928,Introduction to Photoshop CC: Tutorials for Beginners,True,20,262,0,12,Beginner Level,1 hour,Graphic Design
233,Affinity Designer - tworzenie wzorków,True,20,1,1,11,Beginner Level,1.5 hours,Graphic Design
3115,Spring Core DevOps on AWS,True,100,1626,115,78,Intermediate Level,6.5 hours,Web Development
1685,How To Play The Cajon: For Beginners,True,30,144,15,25,All Levels,1.5 hours,Musical Instruments
2140,Learn Bootstrap 4 by Example,False,Free,5542,54,9,All Levels,1 hour,Web Development
751,Chrome Extensions : Develop 5 chrome extensions from scratch,False,Free,3655,85,44,Beginner Level,2 hours,Web Development
847,Corel Painter 2016,True,40,41,9,86,All Levels,8 hours,Graphic Design
2407,Learn to Trade for Profit: Finding Winning Stocks - Chinese,True,95,264,0,79,All Levels,3 hours,Business Finance
3560,Web Development Essential Skills - Complete HTML and CSS,True,95,1388,11,58,All Levels,7 hours,Web Development
1529,Guitarra para principiantes,True,20,7,1,46,Beginner Level,2 hours,Musical Instruments
132,Accounting Standards Basics (Professional Course Level),True,20,2222,9,12,All Levels,42 mins,Business Finance
1232,Financial Accounting Plus Excel and SAP Crash Course.,True,20,18,2,11,Beginner Level,1 hour,Business Finance
3543,Vue JS - Mastering Web Apps,True,80,13457,215,69,All Levels,4.5 hours,Web Development
646,"Build Your Startup with No Coding (Design, Develop & Ship)",True,30,775,245,82,All Levels,8 hours,Web Development
3568,Web Elements Design With Photoshop,True,45,5072,38,44,All Levels,5 hours,Graphic Design
3382,The Ultimate Web Development Course,True,50,9881,329,136,All Levels,12 hours,Web Development
1940,Introduction to Value Growth Investing,False,Free,2768,83,10,All Levels,1 hour,Business Finance
943,Creating an animated greeting card via Google Slides,True,20,549,10,8,Beginner Level,1 hour,Graphic Design
3121,Start Trading Stocks Using Technical Analysis!,True,25,3190,244,45,All Levels,4 hours,Business Finance
1324,Forex Harmonic Trading- With Multiple Forex Chart Examples,True,135,313,16,25,All Levels,2.5 hours,Business Finance
2272,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,True,75,1634,52,21,All Levels,2.5 hours,Web Development
1039,Design your own Social Media Logo Icons in Adobe Illustrator,True,50,2424,29,15,Beginner Level,1.5 hours,Graphic Design
3055,Saxophone Essentials: Beginners Course,True,40,3,0,16,Beginner Level,1.5 hours,Musical Instruments
3538,Visualizing Data,True,40,149,2,63,Intermediate Level,6.5 hours,Business Finance
3505,Ultimate Photoshop Training: From Beginner to Pro,True,200,5326,447,150,Beginner Level,11.5 hours,Graphic Design
1171,ES6 / EcmaScript 6 for beginners an introduction,False,Free,3227,19,21,Intermediate Level,2 hours,Web Development
954,"Credit concepts and checklist for bankers, credit analyst",True,20,0,0,10,Beginner Level,2.5 hours,Business Finance
793,Complete ASP NET MVC Web Development - Newbie to Ninja!,True,195,6073,627,66,All Levels,9 hours,Web Development
2519,master course - realistisch zeichnen lernen,True,20,280,46,33,All Levels,5 hours,Graphic Design
3467,Tune that Sour Note on Your Piano,True,20,0,0,6,All Levels,33 mins,Musical Instruments
1523,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,True,50,1548,10,20,Beginner Level,2 hours,Musical Instruments
2042,Joomla for Beginners - Learn how to build a website with CMS,True,95,583,7,35,Beginner Level,3.5 hours,Web Development
1788,Ilustración de la A a la Z,True,20,33,3,19,All Levels,3 hours,Graphic Design
3501,Ultimate Guide To Trading Engulfing Candlestick Strategy,True,200,185,36,25,All Levels,2.5 hours,Business Finance
563,Bootstrap 4 Theme Development Masterclass,True,150,2641,28,15,All Levels,39 mins,Web Development
2061,JSON Crash Course for Beginners,True,45,3323,90,7,Beginner Level,38 mins,Web Development
3681,Zombie Apocalypse Photoshop Actions,True,50,12,1,15,All Levels,1.5 hours,Graphic Design
1594,How to Create A Website: An HTML Tutorial and CSS Tutorial,True,65,3012,260,330,All Levels,32.5 hours,Web Development
1664,How To Make Money With A Cover Band,True,50,2498,12,25,All Levels,3.5 hours,Musical Instruments
2925,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,True,20,23764,490,58,Beginner Level,5.5 hours,Web Development
2950,Pure Pentatonic Power: Rock and Blues Guitar Soloing,True,50,128,10,18,All Levels,2 hours,Musical Instruments
2259,Learn Nodejs by building 12 projects,True,50,10150,997,90,All Levels,16 hours,Web Development
2626,MQL4 Programming for Traders: Build Robust Trading Robots!,True,195,1367,33,74,All Levels,7 hours,Business Finance
2594,MetaTrader4 Platform Training,False,Free,1819,45,15,Beginner Level,1.5 hours,Business Finance
829,Condor Broken Wing Butterfly Options Trading Course System,False,Free,16,0,15,All Levels,1.5 hours,Business Finance
1538,Have Fun with Beginner Blues Piano,True,75,321,24,27,All Levels,2.5 hours,Musical Instruments
1424,Gestalt Principles & Pattern Design : Create Festive Pattern,True,50,327,0,14,All Levels,1 hour,Graphic Design
3346,The Intelligent Investor,True,30,384,40,44,All Levels,10.5 hours,Business Finance
359,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,True,25,38,7,51,Intermediate Level,4.5 hours,Musical Instruments
2266,Learn Oud 2,True,20,81,11,27,Intermediate Level,3 hours,Musical Instruments
2453,Learning Photoshop CC 2015,True,50,311,49,163,All Levels,10.5 hours,Graphic Design
945,Creating animation puzzles with Google Slides,True,20,679,5,9,Intermediate Level,1 hour,Graphic Design
2145,Learn Building Your Own Website Without Coding,True,50,7660,7,19,All Levels,2 hours,Web Development
1414,Fundraising Success: The Art & Science of Major Gifts,True,50,38,9,25,Intermediate Level,2.5 hours,Business Finance
2821,Piano With Willie: Jazz Kids - Vol 1,True,40,28,3,32,Beginner Level,4.5 hours,Musical Instruments
1410,Fundamentals of Investing!,True,20,3125,54,13,Beginner Level,2 hours,Business Finance
3492,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,True,50,11384,1846,80,All Levels,5.5 hours,Web Development
2247,Learn Knockout JS Framework from GroundUp,True,40,633,104,31,All Levels,5 hours,Web Development
1127,誰でもわかる Adobe Illustrator CS6,True,20,11,2,15,Beginner Level,3 hours,Graphic Design
3565,Web Development With Google Maps,True,50,222,9,60,Beginner Level,8.5 hours,Web Development
1776,IFRS Financial Reporting,True,55,72,9,15,All Levels,3.5 hours,Business Finance
2790,Piano for Singer/Songwriters | Write Songs and Perform Live!,True,100,3371,175,42,Beginner Level,3 hours,Musical Instruments
2916,Professional Trading With Institutional Supply & Demand,True,200,343,84,37,All Levels,5.5 hours,Business Finance
3424,"Trading Mindset, and Three Steps To Profitable Trading",True,20,246,8,24,Beginner Level,1.5 hours,Business Finance
1420,Gana en la Bolsa con Análisis Técnico,True,25,91,11,35,Beginner Level,8.5 hours,Business Finance
1516,Guitar Looper Basic Training,True,45,64,13,15,All Levels,1.5 hours,Musical Instruments
554,Bookkeeping to Command Senior Bookkeeping Wages,True,55,683,16,58,All Levels,4.5 hours,Business Finance
608,Build A YouTube Downloader With C# And GitHub,True,20,385,39,32,Intermediate Level,2.5 hours,Web Development
3078,Short Selling: Learn To Sell Stocks Before The Fall,True,75,2276,106,19,Intermediate Level,1.5 hours,Business Finance
298,AngularJS Authentication: Secure Your App with Auth0,False,Free,21689,1080,13,All Levels,1 hour,Web Development
3472,Typescript Masterclass & FREE E-Book,True,150,1229,139,108,All Levels,7.5 hours,Web Development
3671,"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",True,30,1249,44,19,Beginner Level,3 hours,Graphic Design
3529,Valuation of Goodwill for CA / CFA / CMA Exams,True,20,1509,0,9,All Levels,43 mins,Business Finance
667,Building Websites JavaScript and the DOM,True,120,17759,64,37,Beginner Level,3 hours,Web Development
2773,PHP Specialist (2017 Edition),True,100,197,11,53,Beginner Level,3.5 hours,Web Development
566,Bootstrap Basics: Program Responsive Websites,True,75,4743,393,28,All Levels,3 hours,Web Development
3469,Turn Your Photos Into Professional And Modern Artworks,True,20,1557,11,12,All Levels,1.5 hours,Graphic Design
2354,Learn To Draw - The COMIC BOOK STYLE,True,55,363,14,19,All Levels,2 hours,Graphic Design
58,A Beginners Guide to creating Vector Graphics With Photoshop,True,20,1207,5,19,Beginner Level,2 hours,Graphic Design
3409,Trading Binary Options for Fun and Profit,True,20,1574,24,46,All Levels,2 hours,Business Finance
3650,Write a Successful Business Grant Proposal,True,20,6,0,23,Beginner Level,2.5 hours,Business Finance
2373,Learn To Play Guitar Complete Beginners Quick Start,True,20,75,0,11,Beginner Level,1 hour,Musical Instruments
386,Automate Web Development With Gulp JS,True,20,2784,425,29,All Levels,3.5 hours,Web Development
3,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,True,75,850,3,43,Intermediate Level,1 hour,Musical Instruments
2822,Piano With Willie: Jazz Kids - Vol 2,True,40,17,0,38,Beginner Level,3 hours,Musical Instruments
981,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,True,200,1874,40,224,All Levels,44.5 hours,Web Development
175,Adobe Indesign CC Başlangıç,False,Free,637,21,22,Beginner Level,2.5 hours,Graphic Design
2567,Mastering Meteor: Reactive Full Stack JavaScript,True,95,494,46,37,Expert Level,3 hours,Web Development
3020,Rhythm to Rock Drum Lesson 5,True,20,13,3,9,Beginner Level,1 hour,Musical Instruments
2976,R Graph Essentials,True,85,105,4,41,All Levels,2 hours,Graphic Design
1840,Instant Harmonica - play the cool tune Dirty Old Town now!,True,40,42,8,17,All Levels,1.5 hours,Musical Instruments
1526,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,True,50,383,4,9,Beginner Level,1 hour,Musical Instruments
3528,Uso Básico de Adobe Photoshop,True,20,1,0,27,Beginner Level,1 hour,Graphic Design
3476,Typographic Poster Design - From Sketch to Vector,True,45,36,5,20,Intermediate Level,1.5 hours,Graphic Design
88,ABC do Adobe Illustrator,True,35,115,15,56,Beginner Level,5.5 hours,Graphic Design
2661,Old-Time Banjo for the Absolute Beginner,True,25,192,21,17,Beginner Level,1.5 hours,Musical Instruments
2136,Learn Beethoven's Fur Elise on Piano,True,20,1582,11,6,All Levels,29 mins,Musical Instruments
2357,Learn to improvise on your harmonica - in nice easy steps,True,35,98,1,15,Beginner Level,2 hours,Musical Instruments
2265,Learn Oud 1 (No Prior Music Knowledge Required!),True,20,153,27,38,Beginner Level,3.5 hours,Musical Instruments
3525,Using MODX CMS to Build Websites: A Beginner's Guide,True,45,901,36,20,Beginner Level,2 hours,Web Development
3478,Typography Design: Learn Web Typography The Practical Way,True,20,970,9,34,Beginner Level,2 hours,Graphic Design
1537,HARP&SOUL  |  Learn the Secrets of the Harmonica,True,35,114,8,59,All Levels,2 hours,Musical Instruments
337,Aprende a tocar el violín desde cero,True,50,17,1,22,All Levels,2.5 hours,Musical Instruments
2,#12 Hand Coordination: Let your Hands dance with Ballad 9,True,75,482,1,47,Intermediate Level,1.5 hours,Musical Instruments
965,CryptoArbitrager: Bitcoin Trading Robot (no mining),True,150,1224,42,14,All Levels,33 mins,Business Finance
1355,Forex Trading MAKE YOUR FIRST TRADE TODAY!,True,150,3523,46,45,All Levels,4 hours,Business Finance
1370,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,True,50,137,39,27,Intermediate Level,1.5 hours,Business Finance
369,Aprendiendo Piano: Tocando piezas populares Vol.I,True,100,122,3,59,Beginner Level,3.5 hours,Musical Instruments
688,Cómo usar Metatrader 4 para hacer trading?,True,20,25,1,25,All Levels,6 hours,Business Finance
3002,Read financial statements like a pro,True,50,12,1,38,Intermediate Level,4 hours,Business Finance
963,Crowdfunding for Filmmakers,True,65,32,6,30,All Levels,4 hours,Business Finance
3082,Silhouettes that Sells,True,25,9,1,13,Beginner Level,1 hour,Graphic Design
1293,Fixed Income Securities,True,50,739,54,24,All Levels,4.5 hours,Business Finance
2234,Learn JavaScript Dynamic Interactive Projects for Beginners,True,100,2558,12,36,Beginner Level,3 hours,Web Development
2189,Learn how to convert PSD to HTML and CSS responsive,True,30,5324,52,14,All Levels,2.5 hours,Web Development
3259,The Cash Flow Statement - An Introduction,True,50,0,0,10,Beginner Level,1.5 hours,Business Finance
1923,Introduction to Lead Guitar,True,20,245,8,34,Intermediate Level,1.5 hours,Musical Instruments
265,Analysis of Company Financial Statements,True,20,832,34,34,All Levels,1.5 hours,Business Finance
9,[Value Investing] Where White People Keep Their Money,True,200,2715,70,20,Expert Level,4 hours,Business Finance
482,"Beginner's Guitar: Tuning, Strumming, and Chords!",False,Free,2577,30,6,Beginner Level,37 mins,Musical Instruments
3064,Sell Courses On Your Own Website - No Coding Required!,True,100,1032,9,21,All Levels,1 hour,Web Development
2212,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,True,50,769,10,18,All Levels,2 hours,Business Finance
994,Curso de Didgeridoo nivel principiante,True,50,0,0,31,Beginner Level,1 hour,Musical Instruments
2811,Piano With A Pro,True,25,66,6,38,All Levels,2.5 hours,Musical Instruments
804,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",True,50,1386,17,28,All Levels,3 hours,Web Development
2732,Photoshop para principiantes: ¡De cero a experto!,True,120,410,15,62,Beginner Level,7.5 hours,Graphic Design
2245,Learn JSON for beginners with JavaScript,True,200,3193,10,23,Beginner Level,1.5 hours,Web Development
777,"Coding for Entrepreneurs: Learn Python, Django, and More.",True,195,23412,799,251,All Levels,45 hours,Web Development
3637,Wordpress Tutorial,True,200,2311,8,44,All Levels,1.5 hours,Web Development
99,Accounting & Financial Statement Analysis: Complete Training,True,150,10042,594,43,All Levels,3 hours,Business Finance
2424,Learn UI/UX and Mobile App Design in Photoshop from Scratch,True,145,1367,61,31,All Levels,3 hours,Graphic Design
3636,WordPress Tips and Tricks,True,200,1117,10,37,Intermediate Level,2.5 hours,Web Development
1688,How To Profit From Stock Market Volatility,False,Free,1736,36,11,All Levels,36 mins,Business Finance
419,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",True,20,4,0,14,Beginner Level,3.5 hours,Business Finance
1124,自分に合った投資信託を見つけよう！,True,25,859,49,23,Beginner Level,2 hours,Business Finance
2873,Portrait Typography in Photoshop - Anyone can do Typography,True,95,941,2,26,All Levels,2.5 hours,Graphic Design
3254,The Binary Institute - Introductory Course in Binary Options,False,Free,1121,12,6,All Levels,1 hour,Business Finance
2034,JavaScript: Understanding the Weird Parts,True,175,79612,16976,85,All Levels,11.5 hours,Web Development
3374,The Ultimate Drawing Course - Beginner to Advanced,True,150,26742,2379,62,Beginner Level,11 hours,Graphic Design
1806,Inside Drum Technique,True,50,406,10,25,All Levels,2 hours,Musical Instruments
2958,Python for Trading & Investing,True,95,638,25,36,All Levels,5 hours,Business Finance
1167,entiende la contabilidad y consigue un aumento de salario,True,20,260,18,17,Beginner Level,1.5 hours,Business Finance
16,10 Numbers Every Business Owner Should Know,True,20,13,1,9,All Levels,1 hour,Business Finance
1200,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",True,35,15,1,12,All Levels,1 hour,Business Finance
2393,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,True,50,966,157,145,Beginner Level,7.5 hours,Musical Instruments
1140,Easy Piano for Kids - Complete Beginner Piano Course,True,115,139,8,104,Beginner Level,5.5 hours,Musical Instruments
2744,PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,True,50,4,0,20,Intermediate Level,4.5 hours,Graphic Design
2616,MongooseJS Essentials - Learn MongoDB for Node.js,False,Free,21682,1106,8,Beginner Level,44 mins,Web Development
2027,JavaScript Step by Step how to apply it to your web pages,True,100,13406,78,44,All Levels,1.5 hours,Web Development
2076,Kostenrechnung lernen leicht gemacht,True,40,612,46,72,Beginner Level,3 hours,Business Finance
1785,Illustrator CC: Design and drawing from scratch to expert!,True,150,2427,99,97,Beginner Level,11 hours,Graphic Design
2281,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,True,60,1137,4,45,All Levels,1 hour,Musical Instruments
3057,Scaling Docker on AWS,True,25,3133,351,63,All Levels,6 hours,Web Development
3222,Tenor Banjo,True,40,70,6,18,Intermediate Level,1 hour,Musical Instruments
289,Angular Advanced MasterClass & FREE E-Book,True,150,228,9,72,Intermediate Level,6.5 hours,Web Development
1904,"Introduction to Finance, Accounting, Modeling and Valuation",True,200,11441,1118,61,All Levels,4.5 hours,Business Finance
3067,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,True,20,2185,3,13,All Levels,2 hours,Business Finance
3419,Trading Forex  - L'analyse des volumes,True,70,4,3,13,All Levels,2 hours,Business Finance
2058,jQuery UI In Depth,True,25,1520,21,52,All Levels,10.5 hours,Web Development
1150,Effective Debt Collection Strategies,True,40,5,2,16,Intermediate Level,1.5 hours,Business Finance
2901,Professional CSS Flexbox,True,35,396,130,21,Intermediate Level,43 mins,Web Development
2205,Learn how to quickly build websites using Wordpress,False,Free,15715,406,28,All Levels,3.5 hours,Web Development
2199,Learn How To Play 25 Classic Hip Hop Songs Ch.2,True,25,7,1,27,All Levels,3.5 hours,Musical Instruments
1555,Hot Trading Investing Strategy: ETF and Futures,True,50,80,10,13,All Levels,2.5 hours,Business Finance
3274,The Complete Financial Analyst Course 2017,True,195,24481,2347,174,All Levels,10 hours,Business Finance
1294,"Fixed Income Valuation and Analysis, CFA L2",True,20,50,6,12,All Levels,3 hours,Business Finance
3521,Up and Running with Phalcon,True,20,715,12,12,All Levels,1.5 hours,Web Development
2376,Learn to Play Irish Fiddle,True,60,112,7,63,Beginner Level,5.5 hours,Musical Instruments
1865,Intermediate Options trading concepts for Stocks and Options,True,40,2000,30,9,All Levels,1 hour,Business Finance
2402,Learn to Reliably Invest In The Stock Market,True,50,841,14,19,All Levels,37 mins,Business Finance
3014,REST WCF Service in ASP.NET,False,Free,7905,561,5,All Levels,41 mins,Web Development
3656,XML :basics for beginners,True,40,1062,12,11,All Levels,39 mins,Web Development
1621,How to Design Your Own Guitar,True,50,181,34,32,All Levels,5 hours,Musical Instruments
64,A Complete Laravel basics from beginner to expert,True,25,3492,61,12,All Levels,1.5 hours,Web Development
2274,Learn PHP from scratch!!,True,25,1908,12,17,Beginner Level,1.5 hours,Web Development
2557,Mastering Countertrend Trading : High Profit Trading Pattern,True,40,14,5,11,All Levels,1 hour,Business Finance
1087,Doble exposición con Photoshop,True,20,36,0,5,All Levels,34 mins,Graphic Design
2828,"Piano: Learn 48 chords in 1 hour,  and always remember how",True,120,1424,71,16,Beginner Level,1.5 hours,Musical Instruments
961,Critical Web Dev Skills & Tools for the Non-Tech Hustler,False,Free,3118,8,33,All Levels,1.5 hours,Web Development
665,Building Web Apps Using Flask and Neo4j,True,50,166,21,37,All Levels,2.5 hours,Web Development
1912,Introduction to Futures & Options,True,50,694,35,27,All Levels,4.5 hours,Business Finance
173,Adobe InDesign CC 2017 Quick Start,True,35,2,0,29,Beginner Level,2.5 hours,Graphic Design
976,CSS Specialist: Comprehensive CSS Training,True,100,487,31,52,Beginner Level,6 hours,Web Development
513,Bitcoin Trading 101,True,95,302,6,19,All Levels,2 hours,Business Finance
1506,Guitar Lessons - Economy Picking Essentials,True,35,45,5,15,Intermediate Level,1.5 hours,Musical Instruments
2697,Photo Manipulation: Master Photo Editing,True,75,326,6,43,All Levels,1 hour,Graphic Design
3378,The Ultimate jQuery Course,True,20,1098,15,54,All Levels,2.5 hours,Web Development
2059,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,True,145,422,86,69,All Levels,12.5 hours,Web Development
734,"CFA Level I Workshop 6: Alternatives, PM and Economics ",True,20,71,1,5,All Levels,1 hour,Business Finance
3397,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,True,200,554,63,44,All Levels,4 hours,Business Finance
1203,Excel Dashboard - Interactive Excel Dashboard and Charts,True,30,843,54,34,All Levels,3 hours,Business Finance
1018,Day Trading in Stocks: Strategies for Beginner Investors,True,50,217,19,9,All Levels,2 hours,Business Finance
622,Build Incredible Chatbots,True,100,2234,253,115,All Levels,11.5 hours,Web Development
1848,Instant Harmonica - play the Irish tune Whiskey in the Jar!,True,20,41,1,13,All Levels,1 hour,Musical Instruments
270,Angular 2 - Superheroic Framework,True,20,702,21,30,Beginner Level,3 hours,Web Development
2819,Piano With Willie: Blues n' Boogie Vol. 3,True,40,84,4,10,Intermediate Level,2.5 hours,Musical Instruments
334,Aprende a tocar el piano desde cero,True,50,4,0,16,All Levels,4 hours,Musical Instruments
214,Advanced React and Redux,True,140,21998,3326,119,Intermediate Level,12 hours,Web Development
1475,GraphicDesign Studio,True,95,110,9,22,Beginner Level,2.5 hours,Graphic Design
3480,Typography Fundamentals - Feel confident with type!,True,20,1873,121,14,Beginner Level,1 hour,Graphic Design
3108,So you think you know JavaScript?,True,50,1010,154,25,All Levels,6 hours,Web Development
1253,Financial Modeling for Startups & Small Businesses,True,195,4991,137,79,Beginner Level,11.5 hours,Business Finance
367,Aprendiendo piano: Lectura de piezas clásicas Vol.I,True,50,211,12,30,Beginner Level,1.5 hours,Musical Instruments
3233,The 7 Day Guitar Method,True,20,213,4,11,All Levels,2.5 hours,Musical Instruments
1721,HTML : HTML Awesomeness,True,25,988,23,27,Beginner Level,38 mins,Web Development
575,Breakeven Analysis and Pricing,True,20,27,2,10,All Levels,1 hour,Business Finance
1963,Investing: How I Consistently Beat The Stock Market,True,200,2000,31,34,All Levels,4.5 hours,Business Finance
3670,You can create Incredible Websites with HTML CSS learn how,True,100,11892,50,28,All Levels,2.5 hours,Web Development
2460,Leve a sua técnica de pedal duplo para um novo patamar,True,40,42,4,196,Intermediate Level,5.5 hours,Musical Instruments
614,"Build An Online Bank With Java, Angular 2, Spring and More",True,195,1995,286,45,Beginner Level,6.5 hours,Web Development
590,Build a DCF Valuation Model,True,50,2053,234,44,All Levels,5.5 hours,Business Finance
1282,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,True,20,237,12,6,Intermediate Level,1.5 hours,Musical Instruments
3616,WordPress For Beginners | No Coding Required,True,20,3106,31,13,All Levels,1 hour,Web Development
2283,Learn Piano Online-Ambiance Piano Solo,True,50,8,0,10,Intermediate Level,1 hour,Musical Instruments
1498,Guitar Fretboard Mastery for the Blues Guitarist,True,20,257,6,5,All Levels,1 hour,Musical Instruments
3142,Stock market Investing Encyclopedia: How to invest in stocks,True,200,3143,11,39,Intermediate Level,3 hours,Business Finance
1119,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,True,20,41,3,48,Beginner Level,2 hours,Musical Instruments
3059,Scrape Websites using PhantomJS and CasperJS,True,195,960,110,32,Intermediate Level,2 hours,Web Development
3172,Studying the CFA Program exams (Mandarin language version),False,Free,1168,9,5,All Levels,40 mins,Business Finance
2501,Making Tax Digital - UK HMRC Legislation Explained,False,Free,743,0,7,All Levels,1 hour,Business Finance
2817,Piano With Willie: Blues n' Boogie Vol. 1,True,40,172,26,15,Intermediate Level,2.5 hours,Musical Instruments
1568,How To Become An Etsy Wholesale Seller,True,100,1013,0,25,Beginner Level,2.5 hours,Graphic Design
3534,Venture Capital. What is it and Why it Matters to You!,True,50,1566,48,25,All Levels,2.5 hours,Business Finance
1674,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,False,Free,8240,31,6,Intermediate Level,1.5 hours,Musical Instruments
307,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,True,60,652,48,46,Intermediate Level,6.5 hours,Web Development
2782,PHP: Complete Registration and Login with Email Verification,True,20,12781,145,22,All Levels,2.5 hours,Web Development
1221,Finance - Ratios Analysis & Interpretations,True,30,10338,52,41,Beginner Level,2.5 hours,Business Finance
922,Create Mobile App Design from Scratch in Photoshop,True,125,1359,7,24,Beginner Level,2.5 hours,Graphic Design
2561,Mastering Futures Options for Beginners - Your Top 5 Plays!,True,200,1185,10,33,Beginner Level,2.5 hours,Business Finance
2708,Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,True,135,1275,26,42,Beginner Level,3.5 hours,Graphic Design
1658,How To Make an eCommerce Website With Wordpress 2017,False,Free,3493,43,26,Beginner Level,4.5 hours,Web Development
1584,How To Confidently Join The Bitcoin Revolution,True,45,547,98,53,Beginner Level,7 hours,Business Finance
425,Bass Guitar Lessons For Beginners,True,95,180,21,38,Beginner Level,2.5 hours,Musical Instruments
2691,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),True,200,1085,17,48,All Levels,6 hours,Business Finance
1605,How to Create Kindle & Ebook Covers with Canva,True,30,1279,3,33,Beginner Level,1.5 hours,Graphic Design
1406,Fundamentals of Accounting for Business Owners,True,20,217,0,47,Beginner Level,2.5 hours,Business Finance
115,Accounting Books of Accounts (College Level),True,20,911,2,18,All Levels,1.5 hours,Business Finance
986,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,True,30,394,109,73,All Levels,5.5 hours,Business Finance
1490,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,True,75,1052,6,43,Intermediate Level,30 mins,Musical Instruments
417,Basics of Economics For Beginners A to Z - A Complete Course,True,170,1942,5,24,Beginner Level,1.5 hours,Business Finance
939,Creating 2D Game Assets,True,25,57,0,12,All Levels,2 hours,Graphic Design
2364,Learn to make websites with Google's Material Design Lite,True,20,1063,72,84,All Levels,5.5 hours,Web Development
720,Certificate Program in Financial Accounting,True,50,1047,3,20,All Levels,4.5 hours,Business Finance
1439,Getting Started on the Acoustic Guitar,True,20,3,0,28,Beginner Level,1 hour,Musical Instruments
3524,Using Modern JavaScript Today,True,50,1658,185,68,Intermediate Level,16.5 hours,Web Development
2282,Learn Piano Online-A Quiet Solace Piano Solo,True,50,7,0,10,Intermediate Level,1 hour,Musical Instruments
512,Bitcoin Profits for Beginners,True,100,61,18,30,Beginner Level,1.5 hours,Business Finance
1661,How to make Business Cards like a Pro,True,20,593,3,13,All Levels,42 mins,Graphic Design
202,Advanced Finance and Accounting for Startups,True,40,188,7,48,Intermediate Level,6.5 hours,Business Finance
2273,Learn PHP from Scratch,True,50,1550,25,27,Beginner Level,1.5 hours,Web Development
